implementation,instance,text_bytes,data_bytes,bss_bytes,total_dec,total_hex,file
optimized,all,1049439,832,119528728,120578999,72fe3b7,/mnt/c/Users/admin/Desktop/niccs/NGCC_Submit/Implementations/Optimized_Implementation/Galas-256S/build_eval/galas_bench
