path,size,sha256,parts
02-hash/Pavelor/Pavelor/Basic information and Intellectual property/算法基本信息与知识产权声明（中英文）.pdf,211554118,0d2bd562a4235114561928ca02518cbb670afe779a49ae2cb216b3efcdaf2d73,5
