row,algorithm,implementation,implementation_kind,backend,metric_class,message_label,msg_bytes,message_bytes,repetitions,elapsed_seconds,ns_per_hash,cycles_per_hash,cycles_per_byte,throughput_MBps,throughput_MiBps,latency_ms_per_hash,checksum,digest_prefix_32_bytes,source_kind,row_label,fresh_log,log_path,run_id,timestamp_utc,instance,mode,command,binary_path,sha256_binary,binary_sha256,source_origin,upstream_source,source_file,source_path,source_sha256,backend_class,simd,api,multi_buffer_normalized,kat_status,kat_log,notes,start_time_utc,start_time,end_time_utc,end_time,started_at_utc,ended_at_utc,host,cpu_model,hot_path_messages,fallback_messages,hot_path_blocks,fallback_blocks
ref,AFS-TrEDM-S6-768,Reference,AFS-TrEDM-S6 internal single-message backend,reference-o3,single-message latency/throughput,64KB,65536,65536,80,0.474759,5934488.770000,14812945.680000,226.030000,11.043602,10.532000,5.934488770,0xED,AB0A9AA9483455C41F04B9C48C5A134D977A305E1949A7385A5D9F605695CA96,fresh,AFS-TrEDM-S6 Reference 768,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_768_ref_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_768_ref_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:21:51.548942Z,768,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-768/benchmark --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-768/benchmark,c2da31b1bdac1ce6dc264c98599d52c68858b858db8e1d6c9cee858ed87b41f7,c2da31b1bdac1ce6dc264c98599d52c68858b858db8e1d6c9cee858ed87b41f7,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Reference_Implementation/AFS-TrEDM-768/,Implementations/Reference_Implementation/AFS-TrEDM-768/,NA,afs_internal_reference,none,single-message,false,NA,NA,freshly built and executed reference backend,2026-06-29T08:21:48.332671Z,2026-06-29T08:21:48.332671Z,2026-06-29T08:21:51.548942Z,2026-06-29T08:21:51.548942Z,2026-06-29T08:21:48.332671Z,2026-06-29T08:21:51.548942Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
ref,AFS-TrEDM-S6-768,Reference,AFS-TrEDM-S6 internal single-message backend,reference-o3,single-message latency/throughput,1MB,1048576,1048576,12,1.130962,94246824.580000,235247102.000000,224.350000,11.125391,10.610000,94.246824580,0x44,A55120F0BB03BC0C1B242C7BCE2541F55E4ABCFA769F7F724188B598E8FFDF46,fresh,AFS-TrEDM-S6 Reference 768,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_768_ref_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_768_ref_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:21:51.548942Z,768,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-768/benchmark --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-768/benchmark,c2da31b1bdac1ce6dc264c98599d52c68858b858db8e1d6c9cee858ed87b41f7,c2da31b1bdac1ce6dc264c98599d52c68858b858db8e1d6c9cee858ed87b41f7,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Reference_Implementation/AFS-TrEDM-768/,Implementations/Reference_Implementation/AFS-TrEDM-768/,NA,afs_internal_reference,none,single-message,false,NA,NA,freshly built and executed reference backend,2026-06-29T08:21:48.332671Z,2026-06-29T08:21:48.332671Z,2026-06-29T08:21:51.548942Z,2026-06-29T08:21:51.548942Z,2026-06-29T08:21:48.332671Z,2026-06-29T08:21:51.548942Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
ref,AFS-TrEDM-S6-1024,Reference,AFS-TrEDM-S6 internal single-message backend,reference-o3,single-message latency/throughput,64B,64,64,12000,0.238028,19835.670000,49511.350000,773.610000,3.226468,3.077000,0.019835670,0xA0,F4600A21DE7BA732311A6802DD9272194D84B6BA2A9DCC15CF47DAF91A9905A8,fresh,AFS-TrEDM-S6 Reference 1024,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:21:56.300441Z,1024,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Reference_Implementation/AFS-TrEDM-1024/,Implementations/Reference_Implementation/AFS-TrEDM-1024/,NA,afs_internal_reference,none,single-message,false,NA,NA,freshly built and executed reference backend,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
ref,AFS-TrEDM-S6-1024,Reference,AFS-TrEDM-S6 internal single-message backend,reference-o3,single-message latency/throughput,192B,192,192,6000,0.231120,38519.980000,96148.890000,500.780000,4.984930,4.754000,0.038519980,0x27,08069BE92CBB0E9A7EB7532E2BBE60B19EE334C18502977F580A632E9B706054,fresh,AFS-TrEDM-S6 Reference 1024,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:21:56.300441Z,1024,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Reference_Implementation/AFS-TrEDM-1024/,Implementations/Reference_Implementation/AFS-TrEDM-1024/,NA,afs_internal_reference,none,single-message,false,NA,NA,freshly built and executed reference backend,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
ref,AFS-TrEDM-S6-1024,Reference,AFS-TrEDM-S6 internal single-message backend,reference-o3,single-message latency/throughput,1KB,1024,1024,3000,0.496526,165508.670000,413122.000000,403.440000,6.186598,5.900000,0.165508670,0xF3,89DB588FB06F1074661C06645CCD9A3721F018E48F6B473FEA38EE6E4C90EDE4,fresh,AFS-TrEDM-S6 Reference 1024,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:21:56.300441Z,1024,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Reference_Implementation/AFS-TrEDM-1024/,Implementations/Reference_Implementation/AFS-TrEDM-1024/,NA,afs_internal_reference,none,single-message,false,NA,NA,freshly built and executed reference backend,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
ref,AFS-TrEDM-S6-1024,Reference,AFS-TrEDM-S6 internal single-message backend,reference-o3,single-message latency/throughput,1536B,1536,1536,1600,0.388508,242817.550000,606090.190000,394.590000,6.326059,6.033000,0.242817550,0xEC,DBC32954BCEC27EA64C87B7B625AC809C17D24F3505437AA28607037A6C072DE,fresh,AFS-TrEDM-S6 Reference 1024,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:21:56.300441Z,1024,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Reference_Implementation/AFS-TrEDM-1024/,Implementations/Reference_Implementation/AFS-TrEDM-1024/,NA,afs_internal_reference,none,single-message,false,NA,NA,freshly built and executed reference backend,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
ref,AFS-TrEDM-S6-1024,Reference,AFS-TrEDM-S6 internal single-message backend,reference-o3,single-message latency/throughput,64KB,65536,65536,80,0.795641,9945511.820000,24824760.520000,378.800000,6.589252,6.284000,9.945511820,0x27,30B481D0BE4095D77CA0C1F4639F6D6689A9E98E6046AC37116EEC0971D964CC,fresh,AFS-TrEDM-S6 Reference 1024,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:21:56.300441Z,1024,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Reference_Implementation/AFS-TrEDM-1024/,Implementations/Reference_Implementation/AFS-TrEDM-1024/,NA,afs_internal_reference,none,single-message,false,NA,NA,freshly built and executed reference backend,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
ref,AFS-TrEDM-S6-1024,Reference,AFS-TrEDM-S6 internal single-message backend,reference-o3,single-message latency/throughput,1MB,1048576,1048576,12,1.915349,159612417.220000,398404558.830000,379.950000,6.569329,6.265000,159.612417220,0x19,0E01944339E3E8E33C83C867B37DAC8CC3E24985AB2D4C6392FCCD2044090097,fresh,AFS-TrEDM-S6 Reference 1024,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_1024_ref_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:21:56.300441Z,1024,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Reference_Implementation/AFS-TrEDM-1024/benchmark,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,3d68f5b36f7803c7c5797c1966d76d806c150b88cfb26b94141f8cbd1d7911d5,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Reference_Implementation/AFS-TrEDM-1024/,Implementations/Reference_Implementation/AFS-TrEDM-1024/,NA,afs_internal_reference,none,single-message,false,NA,NA,freshly built and executed reference backend,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:56.300441Z,2026-06-29T08:21:51.752959Z,2026-06-29T08:21:56.300441Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
opt64,AFS-TrEDM-S6-512,Optimized opt64,AFS-TrEDM-S6 internal single-message backend,opt64-s6,single-message latency/throughput,64B,64,64,384000,0.233773,608.780000,1519.570000,23.740000,105.128133,100.258000,0.000608780,0x97,C41504C5CEF242D4F952B90529AB47931EB8324BE692ADE397523115432ACDCC,fresh,AFS-TrEDM-S6 Optimized opt64 512,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:22:00.019276Z,512,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Optimized_Implementation/AFS-TrEDM-512/,Implementations/Optimized_Implementation/AFS-TrEDM-512/,NA,afs_internal_optimized,portable scalar opt64,single-message,false,NA,NA,freshly built and executed opt64 backend,2026-06-29T08:21:56.632212Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
opt64,AFS-TrEDM-S6-512,Optimized opt64,AFS-TrEDM-S6 internal single-message backend,opt64-s6,single-message latency/throughput,192B,192,192,192000,0.233031,1213.700000,3029.490000,15.780000,158.193418,150.865000,0.001213700,0xB6,65DE6351B887C4D1F4D4F5AE30E1E38ADDA4D895CB844D75BA3237586643F37C,fresh,AFS-TrEDM-S6 Optimized opt64 512,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:22:00.019276Z,512,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Optimized_Implementation/AFS-TrEDM-512/,Implementations/Optimized_Implementation/AFS-TrEDM-512/,NA,afs_internal_optimized,portable scalar opt64,single-message,false,NA,NA,freshly built and executed opt64 backend,2026-06-29T08:21:56.632212Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
opt64,AFS-TrEDM-S6-512,Optimized opt64,AFS-TrEDM-S6 internal single-message backend,opt64-s6,single-message latency/throughput,1KB,1024,1024,48000,0.255060,5313.750000,13263.540000,12.950000,192.707297,183.780000,0.005313750,0xBA,10C3DBBFCBC79B8860C0E810E5DC1069D38085E0B5759C42B08E7269541211DD,fresh,AFS-TrEDM-S6 Optimized opt64 512,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:22:00.019276Z,512,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Optimized_Implementation/AFS-TrEDM-512/,Implementations/Optimized_Implementation/AFS-TrEDM-512/,NA,afs_internal_optimized,portable scalar opt64,single-message,false,NA,NA,freshly built and executed opt64 backend,2026-06-29T08:21:56.632212Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
opt64,AFS-TrEDM-S6-512,Optimized opt64,AFS-TrEDM-S6 internal single-message backend,opt64-s6,single-message latency/throughput,1536B,1536,1536,51200,0.396495,7744.040000,19329.690000,12.580000,198.346539,189.158000,0.007744040,0x89,B3DA522FB7AC7BAC0139B4F38B4CF6DAEF8CF0E9CD3CCCB30F875AD860FAE13F,fresh,AFS-TrEDM-S6 Optimized opt64 512,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:22:00.019276Z,512,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Optimized_Implementation/AFS-TrEDM-512/,Implementations/Optimized_Implementation/AFS-TrEDM-512/,NA,afs_internal_optimized,portable scalar opt64,single-message,false,NA,NA,freshly built and executed opt64 backend,2026-06-29T08:21:56.632212Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
opt64,AFS-TrEDM-S6-512,Optimized opt64,AFS-TrEDM-S6 internal single-message backend,opt64-s6,single-message latency/throughput,64KB,65536,65536,1280,0.391856,306137.460000,764142.480000,11.660000,214.074130,204.157000,0.306137460,0xAB,577E409212C11DC66D91B1A33CCD61E67AA50F70F624090CA62782E76DE970CC,fresh,AFS-TrEDM-S6 Optimized opt64 512,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:22:00.019276Z,512,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Optimized_Implementation/AFS-TrEDM-512/,Implementations/Optimized_Implementation/AFS-TrEDM-512/,NA,afs_internal_optimized,portable scalar opt64,single-message,false,NA,NA,freshly built and executed opt64 backend,2026-06-29T08:21:56.632212Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
opt64,AFS-TrEDM-S6-512,Optimized opt64,AFS-TrEDM-S6 internal single-message backend,opt64-s6,single-message latency/throughput,1MB,1048576,1048576,48,0.240017,5000352.860000,12481266.460000,11.900000,209.700520,199.986000,5.000352860,0x3F,686E63990338808F15BE44ADDFFAC9CD7717D031D1D52B3A1B2FE8AE2CAD3523,fresh,AFS-TrEDM-S6 Optimized opt64 512,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_512_opt64_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:22:00.019276Z,512,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-512/benchmark_perf,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,bbc109c89d8cbea5928a863c1648a9473414c3f9c64441ad212fdd2a9c4e55c8,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Optimized_Implementation/AFS-TrEDM-512/,Implementations/Optimized_Implementation/AFS-TrEDM-512/,NA,afs_internal_optimized,portable scalar opt64,single-message,false,NA,NA,freshly built and executed opt64 backend,2026-06-29T08:21:56.632212Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:22:00.019276Z,2026-06-29T08:21:56.632212Z,2026-06-29T08:22:00.019276Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
opt64,AFS-TrEDM-S6-768,Optimized opt64,AFS-TrEDM-S6 internal single-message backend,opt64-s6,single-message latency/throughput,64B,64,64,384000,0.385965,1005.120000,2508.850000,39.200000,63.673729,60.724000,0.001005120,0x30,76662CDAC222905D4700AC5770AD87A37697FBD9848DA0587FB0F70AC311F530,fresh,AFS-TrEDM-S6 Optimized opt64 768,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_768_opt64_benchmark.csvlog,/tmp/afs_tredm_s6/live_perf/20260629T082144Z_pid46757_0de6f7dc/afs_768_opt64_benchmark.csvlog,20260629T082144Z_pid46757_0de6f7dc,2026-06-29T08:22:03.358476Z,768,full,"/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-768/benchmark_perf --full --csv --sizes 64,192,1024,1536,65536,1048576",/home/weibh/Codex/AFS-TrEDM_Submission_v2.0/Implementations/Optimized_Implementation/AFS-TrEDM-768/benchmark_perf,dbe65814580653a972daa85d39331051938f3b7f1c417d12277b4d673088f9f4,dbe65814580653a972daa85d39331051938f3b7f1c417d12277b4d673088f9f4,AFS-TrEDM-S6 submission source tree,AFS-TrEDM-S6 submission source tree,Implementations/Optimized_Implementation/AFS-TrEDM-768/,Implementations/Optimized_Implementation/AFS-TrEDM-768/,NA,afs_internal_optimized,portable scalar opt64,single-message,false,NA,NA,freshly built and executed opt64 backend,2026-06-29T08:22:00.357129Z,2026-06-29T08:22:00.357129Z,2026-06-29T08:22:03.358476Z,2026-06-29T08:22:03.358476Z,2026-06-29T08:22:00.357129Z,2026-06-29T08:22:03.358476Z,Matrix-5860,Intel(R) Xeon(R) w7-2495X,NA,NA,NA,NA
