profile,target,surface,model_label,model_name,alg,rop_bits,mem_bits,red_bits,svp_bits,guess_bits,beta,m_used,zeta,q,n_ring,k,dim,samples,eta_secret,t_error,Delta,sigma_error,variance_error,b_msg,v_count,fo_bits,codec_capacity_bits,ss_bits,z_bits,raw
Viper-192,192,u,classical_coresvp_baseline,ADPS16_classical,bkw,267.3651092125114,255.90689059560853,inf,inf,inf,,5.427754183658371e+76,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^267.4
           m: ≈2^254.9
         mem: ≈2^255.9
           b:       21
          t1:        0
          t2:       15
           ℓ:       20
        #cod:      669
        #top:        0
       #test:      100
         tag: coded-bkw"
Viper-192,192,u,classical_coresvp_baseline,ADPS16_classical,usvp,204.39999999999998,inf,204.39999999999998,inf,inf,700.0,,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^204.4
         red: ≈2^204.4
           δ: 1.002667
           β:      700
           d:     1464
         tag:     usvp"
Viper-192,192,u,classical_coresvp_baseline,ADPS16_classical,bdd,205.39999999999998,inf,204.39999999999998,204.39999999999998,inf,700.0,,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^205.4
         red: ≈2^204.4
         svp: ≈2^204.4
           β:      700
           η:      699
           d:     1460
         tag:      bdd"
Viper-192,192,u,classical_coresvp_baseline,ADPS16_classical,bdd_hybrid,205.39999999999998,inf,204.39999999999998,204.39999999999998,inf,700.0,,0.0,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^205.4
         red: ≈2^204.4
         svp: ≈2^204.4
           β:      700
           η:      699
           ζ:        0
         |S|:        1
           d:     1490
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-192,192,u,classical_coresvp_baseline,ADPS16_classical,bdd_mitm_hybrid,444.2770770933962,inf,367.1111185106785,444.2770770933962,inf,701.0,,214.0,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^444.3
         red: ≈2^367.1
         svp: ≈2^444.3
           β:      701
           η:        2
           ζ:      214
         |S|: ≈2^522.5
           d:     1266
        prob: ≈2^-160.2
           ↻: ≈2^162.4
         tag:   hybrid"
Viper-192,192,u,classical_coresvp_baseline,ADPS16_classical,dual,212.576,160.5687239336846,inf,inf,inf,728.0,743.0,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^212.6
         mem: ≈2^160.6
           m:      743
           β:      728
           d:     1511
           ↻:        1
         tag:     dual"
Viper-192,192,u,classical_coresvp_baseline,ADPS16_classical,dual_hybrid,195.34961590234423,inf,195.34799999999998,inf,185.5465973815878,669.0,768.0,10.0,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^195.3
         red: ≈2^195.3
       guess: ≈2^185.5
           β:      669
           p:        5
           ζ:       10
           t:       60
          β':      669
           N: ≈2^137.8
           m:      768"
Viper-192,192,u,quantum_coresvp,ADPS16_quantum,bkw,267.3651092125114,255.90689059560853,inf,inf,inf,,5.427754183658371e+76,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^267.4
           m: ≈2^254.9
         mem: ≈2^255.9
           b:       21
          t1:        0
          t2:       15
           ℓ:       20
        #cod:      669
        #top:        0
       #test:      100
         tag: coded-bkw"
Viper-192,192,u,quantum_coresvp,ADPS16_quantum,usvp,185.5,inf,185.5,inf,inf,700.0,,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^185.5
         red: ≈2^185.5
           δ: 1.002667
           β:      700
           d:     1464
         tag:     usvp"
Viper-192,192,u,quantum_coresvp,ADPS16_quantum,bdd,186.5,inf,185.5,185.5,inf,700.0,,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^186.5
         red: ≈2^185.5
         svp: ≈2^185.5
           β:      700
           η:      699
           d:     1460
         tag:      bdd"
Viper-192,192,u,quantum_coresvp,ADPS16_quantum,bdd_hybrid,186.5,inf,185.5,185.5,inf,700.0,,0.0,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^186.5
         red: ≈2^185.5
         svp: ≈2^185.5
           β:      700
           η:      699
           ζ:        0
         |S|:        1
           d:     1490
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-192,192,u,quantum_coresvp,ADPS16_quantum,bdd_mitm_hybrid,444.2770770933962,inf,348.18411851067856,444.2770770933962,inf,701.0,,214.0,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^444.3
         red: ≈2^348.2
         svp: ≈2^444.3
           β:      701
           η:        2
           ζ:      214
         |S|: ≈2^522.5
           d:     1266
        prob: ≈2^-160.2
           ↻: ≈2^162.4
         tag:   hybrid"
Viper-192,192,u,quantum_coresvp,ADPS16_quantum,dual,192.9200000000002,160.5687239336846,inf,inf,inf,728.0,743.0,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^192.9
         mem: ≈2^160.6
           m:      743
           β:      728
           d:     1511
           ↻:        1
         tag:     dual"
Viper-192,192,u,quantum_coresvp,ADPS16_quantum,dual_hybrid,178.873815497624,inf,178.345,inf,177.16954520327033,673.0,768.0,10.0,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^178.9
         red: ≈2^178.3
       guess: ≈2^177.2
           β:      673
           p:        6
           ζ:       10
           t:       50
          β':      673
           N: ≈2^139.3
           m:      768"
Viper-256,256,pk,classical_refined,RC.MATZOV,bkw,328.064874572717,316.0,inf,inf,inf,,6.674959876360833e+94,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^328.1
           m: ≈2^315.0
         mem: ≈2^316.0
           b:       26
          t1:        0
          t2:       16
           ℓ:       25
        #cod:      889
        #top:        1
       #test:      134
         tag: coded-bkw"
Viper-256,256,pk,classical_refined,RC.MATZOV,usvp,278.78316095917614,inf,278.78316095917614,inf,inf,887.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^278.8
         red: ≈2^278.8
           δ: 1.002237
           β:      887
           d:     1907
         tag:     usvp"
Viper-256,256,pk,classical_refined,RC.MATZOV,bdd,274.39588114762415,inf,273.2236733643959,273.54970786938014,inf,867.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^274.4
         red: ≈2^273.2
         svp: ≈2^273.5
           β:      867
           η:      903
           d:     1916
         tag:      bdd"
Viper-256,256,pk,classical_refined,RC.MATZOV,bdd_hybrid,274.40197107899417,inf,273.23736127581094,273.54970786938014,inf,867.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^274.4
         red: ≈2^273.2
         svp: ≈2^273.5
           β:      867
           η:      903
           ζ:        0
         |S|:        1
           d:     1926
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-256,256,pk,classical_refined,RC.MATZOV,bdd_mitm_hybrid,694.560062908814,inf,694.560062908814,437.5748830737405,inf,887.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^694.6
         red: ≈2^694.6
         svp: ≈2^437.6
           β:      887
           η:        2
           ζ:        0
         |S|:        1
           d:     1942
        prob: ≈2^-413.5
           ↻: ≈2^415.7
         tag:   hybrid"
Viper-256,256,pk,classical_refined,RC.MATZOV,dual,292.2848087564515,198.0288100246767,inf,inf,inf,931.0,954.0,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^292.3
         mem: ≈2^198.0
           m:      954
           β:      931
           d:     1978
           ↻:        1
         tag:     dual"
Viper-256,256,pk,classical_refined,RC.MATZOV,dual_hybrid,265.988581784667,inf,265.98451361859645,inf,257.516376096058,837.0,1024.0,30.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^266.0
         red: ≈2^266.0
       guess: ≈2^257.5
           β:      837
           p:        5
           ζ:       30
           t:       70
          β':      818
           N: ≈2^169.7
           m:     1024"
Viper-256,256,pk,classical_coresvp_baseline,ADPS16_classical,bkw,328.064874572717,316.0,inf,inf,inf,,6.674959876360833e+94,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^328.1
           m: ≈2^315.0
         mem: ≈2^316.0
           b:       26
          t1:        0
          t2:       16
           ℓ:       25
        #cod:      889
        #top:        1
       #test:      134
         tag: coded-bkw"
Viper-256,256,pk,classical_coresvp_baseline,ADPS16_classical,usvp,259.00399999999996,inf,259.00399999999996,inf,inf,887.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^259.0
         red: ≈2^259.0
           δ: 1.002237
           β:      887
           d:     1907
         tag:     usvp"
Viper-256,256,pk,classical_coresvp_baseline,ADPS16_classical,bdd,259.92349109676195,inf,258.41999999999996,259.296,inf,885.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^259.9
         red: ≈2^258.4
         svp: ≈2^259.3
           β:      885
           η:      887
           d:     1932
         tag:      bdd"
Viper-256,256,pk,classical_coresvp_baseline,ADPS16_classical,bdd_hybrid,259.92349109676195,inf,258.41999999999996,259.296,inf,885.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^259.9
         red: ≈2^258.4
         svp: ≈2^259.3
           β:      885
           η:      887
           ζ:        0
         |S|:        1
           d:     1941
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-256,256,pk,classical_coresvp_baseline,ADPS16_classical,bdd_mitm_hybrid,674.7322281029021,inf,674.7322281029021,437.5748830737405,inf,887.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^674.7
         red: ≈2^674.7
         svp: ≈2^437.6
           β:      887
           η:        2
           ζ:        0
         |S|:        1
           d:     1942
        prob: ≈2^-413.5
           ↻: ≈2^415.7
         tag:   hybrid"
Viper-256,256,pk,classical_coresvp_baseline,ADPS16_classical,dual,268.056,200.32844810613457,inf,inf,inf,918.0,944.0,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^268.1
         mem: ≈2^200.3
           m:      944
           β:      918
           d:     1968
           ↻:        1
         tag:     dual"
Viper-256,256,pk,classical_coresvp_baseline,ADPS16_classical,dual_hybrid,246.18213093981902,inf,246.15599999999998,inf,240.3822216411351,843.0,1024.0,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^246.2
         red: ≈2^246.2
       guess: ≈2^240.4
           β:      843
           p:        4
           ζ:        0
           t:      110
          β':      843
           N: ≈2^174.7
           m:     1024"
Viper-256,256,pk,quantum_coresvp,ADPS16_quantum,bkw,328.064874572717,316.0,inf,inf,inf,,6.674959876360833e+94,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^328.1
           m: ≈2^315.0
         mem: ≈2^316.0
           b:       26
          t1:        0
          t2:       16
           ℓ:       25
        #cod:      889
        #top:        1
       #test:      134
         tag: coded-bkw"
Viper-256,256,pk,quantum_coresvp,ADPS16_quantum,usvp,235.055,inf,235.055,inf,inf,887.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^235.1
         red: ≈2^235.1
           δ: 1.002237
           β:      887
           d:     1907
         tag:     usvp"
Viper-256,256,pk,quantum_coresvp,ADPS16_quantum,bdd,235.97658164689204,inf,234.525,235.32000000000002,inf,885.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^236.0
         red: ≈2^234.5
         svp: ≈2^235.3
           β:      885
           η:      887
           d:     1932
         tag:      bdd"
Viper-256,256,pk,quantum_coresvp,ADPS16_quantum,bdd_hybrid,235.97658164689204,inf,234.525,235.32000000000002,inf,885.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^236.0
         red: ≈2^234.5
         svp: ≈2^235.3
           β:      885
           η:      887
           ζ:        0
         |S|:        1
           d:     1941
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-256,256,pk,quantum_coresvp,ADPS16_quantum,bdd_mitm_hybrid,650.7832281029022,inf,650.7832281029022,437.5748830737405,inf,887.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^650.8
         red: ≈2^650.8
         svp: ≈2^437.6
           β:      887
           η:        2
           ζ:        0
         |S|:        1
           d:     1942
        prob: ≈2^-413.5
           ↻: ≈2^415.7
         tag:   hybrid"
Viper-256,256,pk,quantum_coresvp,ADPS16_quantum,dual,243.27,200.32844810613457,inf,inf,inf,918.0,944.0,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^243.3
         mem: ≈2^200.3
           m:      944
           β:      918
           d:     1968
           ↻:        1
         tag:     dual"
Viper-256,256,pk,quantum_coresvp,ADPS16_quantum,dual_hybrid,225.29423434610237,inf,225.25,inf,220.2447181174752,850.0,1024.0,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^225.3
         red: ≈2^225.2
       guess: ≈2^220.2
           β:      850
           p:        4
           ζ:        0
           t:      100
          β':      850
           N: ≈2^175.4
           m:     1024"
Viper-256,256,u,classical_refined,RC.MATZOV,bkw,328.064874572717,316.0,inf,inf,inf,,6.674959876360833e+94,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^328.1
           m: ≈2^315.0
         mem: ≈2^316.0
           b:       26
          t1:        0
          t2:       16
           ℓ:       25
        #cod:      889
        #top:        1
       #test:      134
         tag: coded-bkw"
Viper-256,256,u,classical_refined,RC.MATZOV,usvp,278.78316095917614,inf,278.78316095917614,inf,inf,887.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^278.8
         red: ≈2^278.8
           δ: 1.002237
           β:      887
           d:     1907
         tag:     usvp"
Viper-256,256,u,classical_refined,RC.MATZOV,bdd,274.39588114762415,inf,273.2236733643959,273.54970786938014,inf,867.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^274.4
         red: ≈2^273.2
         svp: ≈2^273.5
           β:      867
           η:      903
           d:     1916
         tag:      bdd"
Viper-256,256,u,classical_refined,RC.MATZOV,bdd_hybrid,274.40197107899417,inf,273.23736127581094,273.54970786938014,inf,867.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^274.4
         red: ≈2^273.2
         svp: ≈2^273.5
           β:      867
           η:      903
           ζ:        0
         |S|:        1
           d:     1926
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-256,256,u,classical_refined,RC.MATZOV,bdd_mitm_hybrid,694.560062908814,inf,694.560062908814,437.5748830737405,inf,887.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^694.6
         red: ≈2^694.6
         svp: ≈2^437.6
           β:      887
           η:        2
           ζ:        0
         |S|:        1
           d:     1942
        prob: ≈2^-413.5
           ↻: ≈2^415.7
         tag:   hybrid"
Viper-256,256,u,classical_refined,RC.MATZOV,dual,292.2848087564515,198.0288100246767,inf,inf,inf,931.0,954.0,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^292.3
         mem: ≈2^198.0
           m:      954
           β:      931
           d:     1978
           ↻:        1
         tag:     dual"
Viper-256,256,u,classical_refined,RC.MATZOV,dual_hybrid,265.988581784667,inf,265.98451361859645,inf,257.516376096058,837.0,1024.0,30.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^266.0
         red: ≈2^266.0
       guess: ≈2^257.5
           β:      837
           p:        5
           ζ:       30
           t:       70
          β':      818
           N: ≈2^169.7
           m:     1024"
Viper-256,256,u,classical_coresvp_baseline,ADPS16_classical,bkw,328.064874572717,316.0,inf,inf,inf,,6.674959876360833e+94,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^328.1
           m: ≈2^315.0
         mem: ≈2^316.0
           b:       26
          t1:        0
          t2:       16
           ℓ:       25
        #cod:      889
        #top:        1
       #test:      134
         tag: coded-bkw"
Viper-256,256,u,classical_coresvp_baseline,ADPS16_classical,usvp,259.00399999999996,inf,259.00399999999996,inf,inf,887.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^259.0
         red: ≈2^259.0
           δ: 1.002237
           β:      887
           d:     1907
         tag:     usvp"
Viper-256,256,u,classical_coresvp_baseline,ADPS16_classical,bdd,259.92349109676195,inf,258.41999999999996,259.296,inf,885.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^259.9
         red: ≈2^258.4
         svp: ≈2^259.3
           β:      885
           η:      887
           d:     1932
         tag:      bdd"
Viper-256,256,u,classical_coresvp_baseline,ADPS16_classical,bdd_hybrid,259.92349109676195,inf,258.41999999999996,259.296,inf,885.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^259.9
         red: ≈2^258.4
         svp: ≈2^259.3
           β:      885
           η:      887
           ζ:        0
         |S|:        1
           d:     1941
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-256,256,u,classical_coresvp_baseline,ADPS16_classical,bdd_mitm_hybrid,674.7322281029021,inf,674.7322281029021,437.5748830737405,inf,887.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^674.7
         red: ≈2^674.7
         svp: ≈2^437.6
           β:      887
           η:        2
           ζ:        0
         |S|:        1
           d:     1942
        prob: ≈2^-413.5
           ↻: ≈2^415.7
         tag:   hybrid"
Viper-256,256,u,classical_coresvp_baseline,ADPS16_classical,dual,268.056,200.32844810613457,inf,inf,inf,918.0,944.0,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^268.1
         mem: ≈2^200.3
           m:      944
           β:      918
           d:     1968
           ↻:        1
         tag:     dual"
Viper-256,256,u,classical_coresvp_baseline,ADPS16_classical,dual_hybrid,246.18213093981902,inf,246.15599999999998,inf,240.3822216411351,843.0,1024.0,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^246.2
         red: ≈2^246.2
       guess: ≈2^240.4
           β:      843
           p:        4
           ζ:        0
           t:      110
          β':      843
           N: ≈2^174.7
           m:     1024"
Viper-256,256,u,quantum_coresvp,ADPS16_quantum,bkw,328.064874572717,316.0,inf,inf,inf,,6.674959876360833e+94,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^328.1
           m: ≈2^315.0
         mem: ≈2^316.0
           b:       26
          t1:        0
          t2:       16
           ℓ:       25
        #cod:      889
        #top:        1
       #test:      134
         tag: coded-bkw"
Viper-256,256,u,quantum_coresvp,ADPS16_quantum,usvp,235.055,inf,235.055,inf,inf,887.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^235.1
         red: ≈2^235.1
           δ: 1.002237
           β:      887
           d:     1907
         tag:     usvp"
Viper-256,256,u,quantum_coresvp,ADPS16_quantum,bdd,235.97658164689204,inf,234.525,235.32000000000002,inf,885.0,,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^236.0
         red: ≈2^234.5
         svp: ≈2^235.3
           β:      885
           η:      887
           d:     1932
         tag:      bdd"
Viper-256,256,u,quantum_coresvp,ADPS16_quantum,bdd_hybrid,235.97658164689204,inf,234.525,235.32000000000002,inf,885.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^236.0
         red: ≈2^234.5
         svp: ≈2^235.3
           β:      885
           η:      887
           ζ:        0
         |S|:        1
           d:     1941
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-256,256,u,quantum_coresvp,ADPS16_quantum,bdd_mitm_hybrid,650.7832281029022,inf,650.7832281029022,437.5748830737405,inf,887.0,,0.0,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^650.8
         red: ≈2^650.8
         svp: ≈2^437.6
           β:      887
           η:        2
           ζ:        0
         |S|:        1
           d:     1942
        prob: ≈2^-413.5
           ↻: ≈2^415.7
         tag:   hybrid"
Viper-256,256,u,quantum_coresvp,ADPS16_quantum,dual,243.27,200.32844810613457,inf,inf,inf,918.0,944.0,,4096,256,4,1024,1024,3,10,4,1.118033988749895,1.25,1,1,256,256,256,256,"         rop: ≈2^243.3
         mem: ≈2^200.3
           m:      944
           β:      918
           d:     1968
           ↻:        1
         tag:     dual"
