profile,target,surface,model_label,model_name,alg,rop_bits,mem_bits,red_bits,svp_bits,guess_bits,beta,m_used,zeta,q,n_ring,k,dim,samples,eta_secret,t_error,Delta,sigma_error,variance_error,b_msg,v_count,fo_bits,codec_capacity_bits,ss_bits,z_bits,raw
Viper-128,128,pk,classical_refined,RC.MATZOV,bkw,171.08155713976976,159.90689059560853,inf,inf,inf,,6.888011763710674e+47,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^171.1
           m: ≈2^158.9
         mem: ≈2^159.9
           b:       13
          t1:        0
          t2:       15
           ℓ:       12
        #cod:      442
        #top:        1
       #test:       69
         tag: coded-bkw"
Viper-128,128,pk,classical_refined,RC.MATZOV,usvp,147.3206626527875,inf,147.3206626527875,inf,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^147.3
         red: ≈2^147.3
           δ: 1.003856
           β:      419
           d:      986
         tag:     usvp"
Viper-128,128,pk,classical_refined,RC.MATZOV,bdd,143.64809441926374,inf,142.34613747094804,142.89765946611175,inf,401.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^143.6
         red: ≈2^142.3
         svp: ≈2^142.9
           β:      401
           η:      435
           d:      978
         tag:      bdd"
Viper-128,128,pk,classical_refined,RC.MATZOV,bdd_hybrid,143.65416608262976,inf,142.36106203550304,142.89765946611175,inf,401.0,,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^143.7
         red: ≈2^142.4
         svp: ≈2^142.9
           β:      401
           η:      435
           ζ:        0
         |S|:        1
           d:      984
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-128,128,pk,classical_refined,RC.MATZOV,bdd_mitm_hybrid,246.5637584444735,inf,239.77006422933803,246.55069572952647,inf,419.0,,134.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^246.6
         red: ≈2^239.8
         svp: ≈2^246.6
           β:      419
           η:        2
           ζ:      134
         |S|: ≈2^268.5
           d:      858
        prob: ≈2^-90.6
           ↻: ≈2^92.8
         tag:   hybrid"
Viper-128,128,pk,classical_refined,RC.MATZOV,dual,154.01340334332033,100.08396204445613,inf,inf,inf,439.0,503.0,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^154.0
         mem: ≈2^100.1
           m:      503
           β:      439
           d:     1015
           ↻:        1
         tag:     dual"
Viper-128,128,pk,classical_refined,RC.MATZOV,dual_hybrid,141.87526942872282,inf,141.68235050803958,inf,138.8771848738766,395.0,512.0,20.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^141.9
         red: ≈2^141.7
       guess: ≈2^138.9
           β:      395
           p:        5
           ζ:       20
           t:       30
          β':      398
           N: ≈2^81.6
           m:      512"
Viper-128,128,pk,classical_coresvp_baseline,ADPS16_classical,bkw,171.08155713976976,159.90689059560853,inf,inf,inf,,6.888011763710674e+47,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^171.1
           m: ≈2^158.9
         mem: ≈2^159.9
           b:       13
          t1:        0
          t2:       15
           ℓ:       12
        #cod:      442
        #top:        1
       #test:       69
         tag: coded-bkw"
Viper-128,128,pk,classical_coresvp_baseline,ADPS16_classical,usvp,122.348,inf,122.348,inf,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^122.3
         red: ≈2^122.3
           δ: 1.003856
           β:      419
           d:      986
         tag:     usvp"
Viper-128,128,pk,classical_coresvp_baseline,ADPS16_classical,bdd,123.348,inf,122.348,122.348,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^123.3
         red: ≈2^122.3
         svp: ≈2^122.3
           β:      419
           η:      418
           d:      982
         tag:      bdd"
Viper-128,128,pk,classical_coresvp_baseline,ADPS16_classical,bdd_hybrid,123.348,inf,122.348,122.348,inf,419.0,,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^123.3
         red: ≈2^122.3
         svp: ≈2^122.3
           β:      419
           η:      418
           ζ:        0
         |S|:        1
           d:      999
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-128,128,pk,classical_coresvp_baseline,ADPS16_classical,bdd_mitm_hybrid,246.53588354983924,inf,216.63074940967698,246.53588354840429,inf,419.0,,133.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^246.5
         red: ≈2^216.6
         svp: ≈2^246.5
           β:      419
           η:        2
           ζ:      133
         |S|: ≈2^265.5
           d:      859
        prob: ≈2^-92.1
           ↻: ≈2^94.3
         tag:   hybrid"
Viper-128,128,pk,classical_coresvp_baseline,ADPS16_classical,dual,128.1880000000045,99.87208356106512,inf,inf,inf,439.0,503.0,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^128.2
         mem: ≈2^99.9
           m:      503
           β:      439
           d:     1015
           ↻:        1
         tag:     dual"
Viper-128,128,pk,classical_coresvp_baseline,ADPS16_classical,dual_hybrid,118.56595040975178,inf,118.55199999999999,inf,111.86666576037467,406.0,512.0,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^118.6
         red: ≈2^118.6
       guess: ≈2^111.9
           β:      406
           p:        5
           ζ:        0
           t:       40
          β':      406
           N: ≈2^83.9
           m:      512"
Viper-128,128,pk,quantum_coresvp,ADPS16_quantum,bkw,171.08155713976976,159.90689059560853,inf,inf,inf,,6.888011763710674e+47,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^171.1
           m: ≈2^158.9
         mem: ≈2^159.9
           b:       13
          t1:        0
          t2:       15
           ℓ:       12
        #cod:      442
        #top:        1
       #test:       69
         tag: coded-bkw"
Viper-128,128,pk,quantum_coresvp,ADPS16_quantum,usvp,111.03500000000001,inf,111.03500000000001,inf,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^111.0
         red: ≈2^111.0
           δ: 1.003856
           β:      419
           d:      986
         tag:     usvp"
Viper-128,128,pk,quantum_coresvp,ADPS16_quantum,bdd,112.03500000000001,inf,111.03500000000001,111.03500000000001,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^112.0
         red: ≈2^111.0
         svp: ≈2^111.0
           β:      419
           η:      418
           d:      982
         tag:      bdd"
Viper-128,128,pk,quantum_coresvp,ADPS16_quantum,bdd_hybrid,112.03500000000001,inf,111.03500000000001,111.03500000000001,inf,419.0,,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^112.0
         red: ≈2^111.0
         svp: ≈2^111.0
           β:      419
           η:      418
           ζ:        0
         |S|:        1
           d:      999
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-128,128,pk,quantum_coresvp,ADPS16_quantum,bdd_mitm_hybrid,246.53588354840485,inf,205.317749409677,246.53588354840429,inf,419.0,,133.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^246.5
         red: ≈2^205.3
         svp: ≈2^246.5
           β:      419
           η:        2
           ζ:      133
         |S|: ≈2^265.5
           d:      859
        prob: ≈2^-92.1
           ↻: ≈2^94.3
         tag:   hybrid"
Viper-128,128,pk,quantum_coresvp,ADPS16_quantum,dual,116.3350000166683,99.87208356106512,inf,inf,inf,439.0,503.0,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^116.3
         mem: ≈2^99.9
           m:      503
           β:      439
           d:     1015
           ↻:        1
         tag:     dual"
Viper-128,128,pk,quantum_coresvp,ADPS16_quantum,dual_hybrid,108.6515407645444,inf,108.65,inf,98.77986620304145,410.0,512.0,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^108.7
         red: ≈2^108.7
       guess: ≈2^98.8
           β:      410
           p:        4
           ζ:        0
           t:       40
          β':      410
           N: ≈2^84.4
           m:      512"
Viper-128,128,u,classical_refined,RC.MATZOV,bkw,171.08155713976976,159.90689059560853,inf,inf,inf,,6.888011763710674e+47,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^171.1
           m: ≈2^158.9
         mem: ≈2^159.9
           b:       13
          t1:        0
          t2:       15
           ℓ:       12
        #cod:      442
        #top:        1
       #test:       69
         tag: coded-bkw"
Viper-128,128,u,classical_refined,RC.MATZOV,usvp,147.3206626527875,inf,147.3206626527875,inf,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^147.3
         red: ≈2^147.3
           δ: 1.003856
           β:      419
           d:      986
         tag:     usvp"
Viper-128,128,u,classical_refined,RC.MATZOV,bdd,143.64809441926374,inf,142.34613747094804,142.89765946611175,inf,401.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^143.6
         red: ≈2^142.3
         svp: ≈2^142.9
           β:      401
           η:      435
           d:      978
         tag:      bdd"
Viper-128,128,u,classical_refined,RC.MATZOV,bdd_hybrid,143.65416608262976,inf,142.36106203550304,142.89765946611175,inf,401.0,,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^143.7
         red: ≈2^142.4
         svp: ≈2^142.9
           β:      401
           η:      435
           ζ:        0
         |S|:        1
           d:      984
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-128,128,u,classical_refined,RC.MATZOV,bdd_mitm_hybrid,246.5637584444735,inf,239.77006422933803,246.55069572952647,inf,419.0,,134.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^246.6
         red: ≈2^239.8
         svp: ≈2^246.6
           β:      419
           η:        2
           ζ:      134
         |S|: ≈2^268.5
           d:      858
        prob: ≈2^-90.6
           ↻: ≈2^92.8
         tag:   hybrid"
Viper-128,128,u,classical_refined,RC.MATZOV,dual,154.01340334332033,100.08396204445613,inf,inf,inf,439.0,503.0,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^154.0
         mem: ≈2^100.1
           m:      503
           β:      439
           d:     1015
           ↻:        1
         tag:     dual"
Viper-128,128,u,classical_refined,RC.MATZOV,dual_hybrid,141.87526942872282,inf,141.68235050803958,inf,138.8771848738766,395.0,512.0,20.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^141.9
         red: ≈2^141.7
       guess: ≈2^138.9
           β:      395
           p:        5
           ζ:       20
           t:       30
          β':      398
           N: ≈2^81.6
           m:      512"
Viper-128,128,u,classical_coresvp_baseline,ADPS16_classical,bkw,171.08155713976976,159.90689059560853,inf,inf,inf,,6.888011763710674e+47,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^171.1
           m: ≈2^158.9
         mem: ≈2^159.9
           b:       13
          t1:        0
          t2:       15
           ℓ:       12
        #cod:      442
        #top:        1
       #test:       69
         tag: coded-bkw"
Viper-128,128,u,classical_coresvp_baseline,ADPS16_classical,usvp,122.348,inf,122.348,inf,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^122.3
         red: ≈2^122.3
           δ: 1.003856
           β:      419
           d:      986
         tag:     usvp"
Viper-128,128,u,classical_coresvp_baseline,ADPS16_classical,bdd,123.348,inf,122.348,122.348,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^123.3
         red: ≈2^122.3
         svp: ≈2^122.3
           β:      419
           η:      418
           d:      982
         tag:      bdd"
Viper-128,128,u,classical_coresvp_baseline,ADPS16_classical,bdd_hybrid,123.348,inf,122.348,122.348,inf,419.0,,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^123.3
         red: ≈2^122.3
         svp: ≈2^122.3
           β:      419
           η:      418
           ζ:        0
         |S|:        1
           d:      999
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-128,128,u,classical_coresvp_baseline,ADPS16_classical,bdd_mitm_hybrid,246.53588354983924,inf,216.63074940967698,246.53588354840429,inf,419.0,,133.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^246.5
         red: ≈2^216.6
         svp: ≈2^246.5
           β:      419
           η:        2
           ζ:      133
         |S|: ≈2^265.5
           d:      859
        prob: ≈2^-92.1
           ↻: ≈2^94.3
         tag:   hybrid"
Viper-128,128,u,classical_coresvp_baseline,ADPS16_classical,dual,128.1880000000045,99.87208356106512,inf,inf,inf,439.0,503.0,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^128.2
         mem: ≈2^99.9
           m:      503
           β:      439
           d:     1015
           ↻:        1
         tag:     dual"
Viper-128,128,u,classical_coresvp_baseline,ADPS16_classical,dual_hybrid,118.56595040975178,inf,118.55199999999999,inf,111.86666576037467,406.0,512.0,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^118.6
         red: ≈2^118.6
       guess: ≈2^111.9
           β:      406
           p:        5
           ζ:        0
           t:       40
          β':      406
           N: ≈2^83.9
           m:      512"
Viper-128,128,u,quantum_coresvp,ADPS16_quantum,bkw,171.08155713976976,159.90689059560853,inf,inf,inf,,6.888011763710674e+47,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^171.1
           m: ≈2^158.9
         mem: ≈2^159.9
           b:       13
          t1:        0
          t2:       15
           ℓ:       12
        #cod:      442
        #top:        1
       #test:       69
         tag: coded-bkw"
Viper-128,128,u,quantum_coresvp,ADPS16_quantum,usvp,111.03500000000001,inf,111.03500000000001,inf,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^111.0
         red: ≈2^111.0
           δ: 1.003856
           β:      419
           d:      986
         tag:     usvp"
Viper-128,128,u,quantum_coresvp,ADPS16_quantum,bdd,112.03500000000001,inf,111.03500000000001,111.03500000000001,inf,419.0,,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^112.0
         red: ≈2^111.0
         svp: ≈2^111.0
           β:      419
           η:      418
           d:      982
         tag:      bdd"
Viper-128,128,u,quantum_coresvp,ADPS16_quantum,bdd_hybrid,112.03500000000001,inf,111.03500000000001,111.03500000000001,inf,419.0,,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^112.0
         red: ≈2^111.0
         svp: ≈2^111.0
           β:      419
           η:      418
           ζ:        0
         |S|:        1
           d:      999
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-128,128,u,quantum_coresvp,ADPS16_quantum,bdd_mitm_hybrid,246.53588354840485,inf,205.317749409677,246.53588354840429,inf,419.0,,133.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^246.5
         red: ≈2^205.3
         svp: ≈2^246.5
           β:      419
           η:        2
           ζ:      133
         |S|: ≈2^265.5
           d:      859
        prob: ≈2^-92.1
           ↻: ≈2^94.3
         tag:   hybrid"
Viper-128,128,u,quantum_coresvp,ADPS16_quantum,dual,116.3350000166683,99.87208356106512,inf,inf,inf,439.0,503.0,,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^116.3
         mem: ≈2^99.9
           m:      503
           β:      439
           d:     1015
           ↻:        1
         tag:     dual"
Viper-128,128,u,quantum_coresvp,ADPS16_quantum,dual_hybrid,108.6515407645444,inf,108.65,inf,98.77986620304145,410.0,512.0,0.0,4096,256,2,512,512,2,9,8,2.29128784747792,5.25,1,1,128,256,128,128,"         rop: ≈2^108.7
         red: ≈2^108.7
       guess: ≈2^98.8
           β:      410
           p:        4
           ζ:        0
           t:       40
          β':      410
           N: ≈2^84.4
           m:      512"
Viper-192,192,pk,classical_refined,RC.MATZOV,bkw,255.37127698745053,243.90689059560853,inf,inf,inf,,1.3252196729290578e+73,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^255.4
           m: ≈2^242.9
         mem: ≈2^243.9
           b:       20
          t1:        0
          t2:       15
           ℓ:       19
        #cod:      668
        #top:        0
       #test:      104
         tag: coded-bkw"
Viper-192,192,pk,classical_refined,RC.MATZOV,usvp,207.70571773929552,inf,207.70571773929552,inf,inf,634.0,,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^207.7
         red: ≈2^207.7
           δ: 1.002868
           β:      634
           d:     1439
         tag:     usvp"
Viper-192,192,pk,classical_refined,RC.MATZOV,bdd,203.635053964957,inf,202.74261892199127,202.51881833219318,inf,616.0,,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^203.6
         red: ≈2^202.7
         svp: ≈2^202.5
           β:      616
           η:      649
           d:     1455
         tag:      bdd"
Viper-192,192,pk,classical_refined,RC.MATZOV,bdd_hybrid,203.64888233778387,inf,202.76818418117193,202.51881833219318,inf,616.0,,0.0,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^203.6
         red: ≈2^202.8
         svp: ≈2^202.5
           β:      616
           η:      649
           ζ:        0
         |S|:        1
           d:     1470
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-192,192,pk,classical_refined,RC.MATZOV,bdd_mitm_hybrid,471.55900636096067,inf,471.55900636096067,284.5687143313106,inf,635.0,,0.0,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^471.6
         red: ≈2^471.6
         svp: ≈2^284.6
           β:      635
           η:        2
           ζ:        0
         |S|:        1
           d:     1487
        prob: ≈2^-261.3
           ↻: ≈2^263.5
         tag:   hybrid"
Viper-192,192,pk,classical_refined,RC.MATZOV,dual,217.1739881683262,144.84996889497245,inf,inf,inf,664.0,743.0,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^217.2
         mem: ≈2^144.8
           m:      743
           β:      664
           d:     1511
           ↻:        1
         tag:     dual"
Viper-192,192,pk,classical_refined,RC.MATZOV,dual_hybrid,199.3695510259231,inf,199.3682387905131,inf,189.26637085749005,600.0,768.0,20.0,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^199.4
         red: ≈2^199.4
       guess: ≈2^189.3
           β:      600
           p:        4
           ζ:       20
           t:       60
          β':      593
           N: ≈2^122.7
           m:      768"
Viper-192,192,pk,classical_coresvp_baseline,ADPS16_classical,bkw,255.37127698745053,243.90689059560853,inf,inf,inf,,1.3252196729290578e+73,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^255.4
           m: ≈2^242.9
         mem: ≈2^243.9
           b:       20
          t1:        0
          t2:       15
           ℓ:       19
        #cod:      668
        #top:        0
       #test:      104
         tag: coded-bkw"
Viper-192,192,pk,classical_coresvp_baseline,ADPS16_classical,usvp,185.128,inf,185.128,inf,inf,634.0,,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^185.1
         red: ≈2^185.1
           δ: 1.002868
           β:      634
           d:     1439
         tag:     usvp"
Viper-192,192,pk,classical_coresvp_baseline,ADPS16_classical,bdd,185.98937498722879,inf,185.128,184.83599999999998,inf,634.0,,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^186.0
         red: ≈2^185.1
         svp: ≈2^184.8
           β:      634
           η:      632
           d:     1455
         tag:      bdd"
Viper-192,192,pk,classical_coresvp_baseline,ADPS16_classical,bdd_hybrid,185.98937498722879,inf,185.128,184.83599999999998,inf,634.0,,0.0,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^186.0
         red: ≈2^185.1
         svp: ≈2^184.8
           β:      634
           η:      632
           ζ:        0
         |S|:        1
           d:     1486
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-192,192,pk,classical_coresvp_baseline,ADPS16_classical,bdd_mitm_hybrid,448.91233646720576,inf,448.91233646720576,284.5687143313106,inf,635.0,,0.0,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^448.9
         red: ≈2^448.9
         svp: ≈2^284.6
           β:      635
           η:        2
           ζ:        0
         |S|:        1
           d:     1487
        prob: ≈2^-261.3
           ↻: ≈2^263.5
         tag:   hybrid"
Viper-192,192,pk,classical_coresvp_baseline,ADPS16_classical,dual,192.136,145.89793005160683,inf,inf,inf,658.0,738.0,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^192.1
         mem: ≈2^145.9
           m:      738
           β:      658
           d:     1506
           ↻:        1
         tag:     dual"
Viper-192,192,pk,classical_coresvp_baseline,ADPS16_classical,dual_hybrid,177.5361805126667,inf,177.536,inf,164.57171158033023,608.0,768.0,10.0,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^177.5
         red: ≈2^177.5
       guess: ≈2^164.6
           β:      608
           p:        4
           ζ:       10
           t:       60
          β':      608
           N: ≈2^125.8
           m:      768"
Viper-192,192,pk,quantum_coresvp,ADPS16_quantum,bkw,255.37127698745053,243.90689059560853,inf,inf,inf,,1.3252196729290578e+73,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^255.4
           m: ≈2^242.9
         mem: ≈2^243.9
           b:       20
          t1:        0
          t2:       15
           ℓ:       19
        #cod:      668
        #top:        0
       #test:      104
         tag: coded-bkw"
Viper-192,192,pk,quantum_coresvp,ADPS16_quantum,usvp,168.01000000000002,inf,168.01000000000002,inf,inf,634.0,,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^168.0
         red: ≈2^168.0
           δ: 1.002868
           β:      634
           d:     1439
         tag:     usvp"
Viper-192,192,pk,quantum_coresvp,ADPS16_quantum,bdd,168.88357599799414,inf,168.01000000000002,167.745,inf,634.0,,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^168.9
         red: ≈2^168.0
         svp: ≈2^167.7
           β:      634
           η:      632
           d:     1455
         tag:      bdd"
Viper-192,192,pk,quantum_coresvp,ADPS16_quantum,bdd_hybrid,168.88357599799414,inf,168.01000000000002,167.745,inf,634.0,,0.0,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^168.9
         red: ≈2^168.0
         svp: ≈2^167.7
           β:      634
           η:      632
           ζ:        0
         |S|:        1
           d:     1486
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-192,192,pk,quantum_coresvp,ADPS16_quantum,bdd_mitm_hybrid,431.7673364672058,inf,431.7673364672058,284.5687143313106,inf,635.0,,0.0,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^431.8
         red: ≈2^431.8
         svp: ≈2^284.6
           β:      635
           η:        2
           ζ:        0
         |S|:        1
           d:     1487
        prob: ≈2^-261.3
           ↻: ≈2^263.5
         tag:   hybrid"
Viper-192,192,pk,quantum_coresvp,ADPS16_quantum,dual,174.37000000000265,145.89793005160683,inf,inf,inf,658.0,738.0,,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^174.4
         mem: ≈2^145.9
           m:      738
           β:      658
           d:     1506
           ↻:        1
         tag:     dual"
Viper-192,192,pk,quantum_coresvp,ADPS16_quantum,dual_hybrid,162.1124145730191,inf,161.91500000000002,inf,159.14536670599185,611.0,768.0,0.0,4096,256,3,768,768,3,10,4,1.118033988749895,1.25,1,1,192,256,192,192,"         rop: ≈2^162.1
         red: ≈2^161.9
       guess: ≈2^159.1
           β:      611
           p:        5
           ζ:        0
           t:       60
          β':      611
           N: ≈2^126.4
           m:      768"
Viper-192,192,u,classical_refined,RC.MATZOV,bkw,267.3651092125114,255.90689059560853,inf,inf,inf,,5.427754183658371e+76,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^267.4
           m: ≈2^254.9
         mem: ≈2^255.9
           b:       21
          t1:        0
          t2:       15
           ℓ:       20
        #cod:      669
        #top:        0
       #test:      100
         tag: coded-bkw"
Viper-192,192,u,classical_refined,RC.MATZOV,usvp,226.05953349315328,inf,226.05953349315328,inf,inf,700.0,,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^226.1
         red: ≈2^226.1
           δ: 1.002667
           β:      700
           d:     1464
         tag:     usvp"
Viper-192,192,u,classical_refined,RC.MATZOV,bdd,221.74749423114935,inf,220.5083848010658,220.95255116122203,inf,680.0,,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^221.7
         red: ≈2^220.5
         svp: ≈2^221.0
           β:      680
           η:      715
           d:     1463
         tag:      bdd"
Viper-192,192,u,classical_refined,RC.MATZOV,bdd_hybrid,221.75605489040478,inf,220.52851150091774,220.95255116122203,inf,680.0,,0.0,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^221.8
         red: ≈2^220.5
         svp: ≈2^221.0
           β:      680
           η:      715
           ζ:        0
         |S|:        1
           d:     1474
        prob:      1.0
           ↻:        1
         tag:   hybrid"
Viper-192,192,u,classical_refined,RC.MATZOV,bdd_mitm_hybrid,444.2770770933962,inf,388.32270289399116,444.2770770933962,inf,701.0,,214.0,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^444.3
         red: ≈2^388.3
         svp: ≈2^444.3
           β:      701
           η:        2
           ζ:      214
         |S|: ≈2^522.5
           d:     1266
        prob: ≈2^-160.2
           ↻: ≈2^162.4
         tag:   hybrid"
Viper-192,192,u,classical_refined,RC.MATZOV,dual,237.3818201003025,159.10263929162372,inf,inf,inf,737.0,750.0,,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^237.4
         mem: ≈2^159.1
           m:      750
           β:      737
           d:     1518
           ↻:        1
         tag:     dual"
Viper-192,192,u,classical_refined,RC.MATZOV,dual_hybrid,216.05255458177956,inf,215.9786949452189,inf,211.727945914545,660.0,768.0,20.0,4096,256,3,768,768,3,9,8,2.29128784747792,5.25,1,1,192,256,192,192,"         rop: ≈2^216.1
         red: ≈2^216.0
       guess: ≈2^211.7
           β:      660
           p:        5
           ζ:       20
           t:       60
          β':      649
           N: ≈2^134.6
           m:      768"
