KEM_Q,KEM_LEVEL,KEM_MESSAGE_BIT_LENGTH,KEM_N,KEM_K,KEM_ETA1,KEM_ETA2,KEM_N_BLOCKS_FOR_DU0,KEM_DU0,KEM_DU1,KEM_DV,CODE_ALPHA,CODE_BETA,DFR
16384,1,128,64,9,2,0,9,10,0,5,4096,970,1.7105283086029898313457230371949700332719410001078165435994505165147225139869853e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,980,1.6110806657222587676467524880286350345747459046931306158440775727703170111397385e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,990,1.5178361055268253693125887903250020863894059682036359668324680520581816484746740e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1000,1.4321456409382961396617406835653309417162603677206456811754799904146856272202587e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1010,1.3560851587312497543321749747714002823479752579296910803593430284028713538182086e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1020,1.2919528581724190262801925697346663325045078087872567955791223228699557255382524e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1030,1.2460374505993912619134223094415723531786077818403719695575306768868324133010053e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1040,1.2264940723799041933927925054389639371199350084516896415351550042322954267825167e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1050,1.2483346476464536323219703060289787577993225831350839743881757243692987755906471e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1060,1.3359300290881005428292762575068948356652218899344141585612012256631215621480881e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1070,1.5295508811039005471450862718387041524388190368292454740229935628072595474852102e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1080,1.8957665696608367211978294667331281330602925550001660291379907263171680408708668e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1090,2.5440914025895239213788503969921794259028783271574506645828004281099706703597395e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1100,3.6542697151813137883775039157454553403573129129192375273296157966527541514705029e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1110,5.5206223073794648871834512591629484384218435094293363974895751817414493848159304e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1120,8.6243839975280990970336569108952153985309899733461238341501983654265431908431130e-30
16384,1,128,64,9,2,0,9,10,0,5,4096,1130,1.3751023175010299387177216110528956415856234003755001235344865028468622804071406e-29
16384,1,128,64,9,2,0,9,10,0,5,4096,1140,2.2178015522129245215457042191436096289583265081741875931773683516417043312751550e-29
16384,1,128,64,9,2,0,9,10,0,5,4096,1150,3.5983858498610446177110299448873382786586116694260813160908625480065726919785981e-29
16384,1,128,64,9,2,0,9,10,0,5,4096,1160,5.8538224777035346415725653343749366303440984931414364944493801762722547551570416e-29
16384,1,128,64,9,2,0,9,10,0,5,4096,1170,9.5295841078458745458917257376530310819272707212825233438611464178015349847429708e-29
16384,1,128,64,9,2,0,9,10,0,5,4096,1180,1.5507494743681950472577899877227123058458620690213935718680277678467442337259074e-28
16384,1,128,64,9,2,0,9,10,0,5,4096,1190,2.5208982048779559763809826696515419116295177817051929778767735951819978788446416e-28
16384,1,128,64,9,2,0,9,10,0,5,4096,1200,4.0922598511715982048581129710920127700843045102826460721666259077045094175244838e-28
16384,1,128,64,9,2,0,9,10,0,5,4096,1210,6.6324948782867894454165211345960214173763586209564455535310479265173489518205932e-28
16384,1,128,64,9,2,0,9,10,0,5,4096,1220,1.0731153416810834033808976328782350135211785826641217669302123317557329838468476e-27
16384,1,128,64,9,2,0,9,10,0,5,4096,1230,1.7331783834312314066631684047177728648037694370109516188088836355870733104122403e-27
16384,1,128,64,9,2,0,9,10,0,5,4096,1240,2.7941599677635009802392034846918615978960129044772413958279508855563988493420259e-27
16384,1,128,64,9,2,0,9,10,0,5,4096,1250,4.4963615279518206462584368601038590731433514207536280688688264553563916404014027e-27
16384,1,128,64,9,2,0,9,10,0,5,4096,1260,7.2221719041268427309928759002697404981016326761199190717129930236172204980818782e-27
16384,1,128,64,9,2,0,9,10,0,5,4096,1270,1.1578919075423594387335057666367869455435017334945732602299282926314457115761441e-26
16384,1,128,64,9,2,0,9,10,0,5,4096,1280,1.8529341029382359748024655035445283501139160364821195631656451008238496615604091e-26
16384,1,128,64,9,2,0,9,10,0,5,4096,1290,2.9596653445948886751211855003322127258521279210960303372827541378088715121044441e-26
